_unit_id,query,source,product_description
711171092,ice cream maker,google.com,"With hamilton beach ice cream makers, you can enjoy creating homemade ice cream, frozen yogurt, sherbet and gelato in your own kitchen. Just add your favorite ingredients, sit back and relax - you'll be scooping delicious ice-cold desserts in no time."
711171094,ice cream maker,google.com,"Ice Cream Makers. Kids of all ages will love making their own ice cream! Enjoy your favorite cold treat year round when you have the -fal 1-qrt. Ice Cream Maker. Just add the ingredients through the opening on the transparent cover and let the fun begin. You ll be indulging in homemade ice cream in less than 30 minutes. With a variety of T-fal recipes included, this ice cream maker will have you creating an assortment of delicious delights for the whole family. White (6) Watts (1) Quart capacity Includes: T-fal recipes Aluminum double wall insulated gel canister Makes ice cream in about 20-30 minutes Transparent cover with opening Imported"
711171122,san francisco 49ers,google.com,Training Camp Digital Watch
711171123,san francisco 49ers,google.com,"Features: - Official Licensed team logo and colors, - Metal case with crystal stones, - Sunray dial, - Japan Quartz movement, - Water Resistant to 3 ATM (99 feet), - Limited Lifetime warranty, - Case: 32 mm,"
711171125,san francisco 49ers,google.com,"San Francisco 49ers gift set. The watch features a Sunray dial with UP markers and printed logo in center, fully customized dial, vinyl strap with stainless steel buckle, alloy case with stainless steel case back, Quartz movement, and is water restistant up to 3 ATM (99 ft.) Limited lifetime warranty. Wallet is of leather construction and features large embossed 49ers logo."
711171126,san francisco 49ers,google.com,"Support your team by wearing a classic team football bracelet! This handmade bracelet is made of genuine basketball leather. The bracelet also features a ceramic basketball bead and elastic loops for closure. There are two loops for adjustable sizing, making sure your bracelet is secure. One size fits all, and will fit most children and adults. Not recommended for children under 5.Officially licensed by the San Francisco 49ers and the NFL."
711171147,toaster oven,google.com,"Ideal multi-function oven can easily toast up to 4 slices of bread, bake medium size pizzas, broil meats and much more. Obtain maximum cooking versatility with the dual-position rack slots and 30-minute timer."
711171148,toaster oven,google.com,Features Auto Shut-Off Timer Control with Bell Full Range Temp. Control (Toast - Broil) Power Indicator Lights Slide Out Rack Crumb tray & Baking / Broiling Tray included Large Full View Tempered Glass Door Color: Stainless Steel Unit Dimensions: 8 1/2 H x 14 1/2 W x 9 1/2 D
711171149,toaster oven,google.com,"Featuring thermostat control ranging from 150? , this Elite Gourmet ETO-180B toaster oven lets you prepare a variety of recipes. The tempered-glass door and stainless-steel handle and frame add durability and a stylish look."
711171150,toaster oven,google.com,"4 Slice Toaster Oven, 10 Liter Capacity, Fits up to 4 Bread Slices or 9"" Pizza, Adjustable Temperature Control with Bake, Broil & Toast Functions, 30 Minute Timer that Includes a ""Stay On"" Setting, Multi-Purpose Baking Tray & Rack, Dual Position Rack Slots, Power Indicator Light"
711171151,toaster oven,google.com,"Grill, bake, broil, or keep warm with the Elite Platinum -Slice Toaster Oven Broiler. With its large capacity of 0.64 cu ft/18L, there is no job that is too big for this powerful 12,200W toaster oven. Its key feature is a Heat Selection switch which allows the user to set 4 different heat settings. It also features a Stay On mode, as well as heat direction settings. These customizable features combined with the 60-minute timer give the user full control and grants the ability to tackle a wide range of cooking tasks."
711171152,toaster oven,google.com,"Perfect for large families, this countertop oven from oster comes equipped with convection technology, which means it distributes heat quickly and evenly for thorough cooking and excellent results. Features 10 digital cooking functions. The oven provides an extra-large interior that can accommodate a 12 inch frozen pizza, a whole chicken, a casserole, or even a 13-by-9-inch pan of crescent rolls or chocolate-chip cookies. Two rack positions allow for customizing the space, especially helpful when cooking a tall roast. Further more, the sleek, modern-looking unit features a stainless finish frame and a user-friendly manual/digital control..."
711171154,toaster oven,google.com,"Features: -Toaster oven. -Attractive design complements any kitchen decor. -Convection cooking and duratone II enamel interior. -Fan circulated hot air distribute heat faster and more evenly. -Cook on both racks at the same time. -Large cavity fits 12"" pizza. -Large 6 slice toast capacity. -Multiple cooking functions. -Easy to clean, just wipe with a damp sponge. -Manufacturer provides 1 year warranty."
711171166,kitchenaid mixer,google.com,"Kitchen Aid Pouring Shield for stand mixer models K45, K45SSWH, KSM90, KSM103, KSM100, KSM110, KSM150, KSM151, KSM152, KNi5E1X, KP50, KSM5, KSM50 and KSM50P. One piece design for easy use reduces splatter of ingredients while mixing. Top rack dishwasher safe. Genuine KitchenAid part."
711171167,kitchenaid mixer,google.com,"Hand Mixers & Hand Blenders - The upgraded Turbo Beater II accessories for the KitchenAid Professional 9-speed Hand Mixer easily mix heavy, dense dou ghs and batters with less buildup on the blades. Stainless-steel attachments, with no center point, thoroughly mix and customize blending for gourmet consistency from fluffy whipped meringues to heavy cookie dough. Powerful yet lightweight, the KitchenAid hand mixer features a Clean Touch control pad that lets you increase or decrease mixing speed with fingertip control, including 2 slow stir speeds to 2 high whip speeds. The professional hand beater electronic mixing sensor automatically adjusts speeds to the resistance of the load, blending thick, heavy batters smoothly and efficiently.With 9 speeds and a comfort-style handle, the KitchenAid hand mixer gives you precise control without slowing when mixing stiff batters like banana bread or pound cake. Soft Start technology prevents spatters and protected air vents avoid clogging from batter and other mixtures. The LED screen allows for easy viewing of mixing speeds. Locking swivel cord allows for convenient right- or left-handed use at any angle. Heel rest helps steady the 9-speed hand mixer when not in use. Oversized beater ejection button makes disassembly easy. Includes 2 beaters, professional whisk, dough hooks and liquid blender rod. Dishwasher-safe accessories.Since the introduction of its legendary stand mixer in 1919 and its first dishwasher in 1949, KitchenAid continues to build on its legacy of creating a complete line of products designed for home cooks. KitchenAid now offers virtually every essential for the well-equipped kitchen.Product Features Upgraded Turbo Beater II accessories easily mix heavy, dense dou ghs and batters with less build-up KitchenAid hand mixer with powerful, lightweight motor ensures easy operation Clean Touch control pad increases or decreases mixing speed at the touch of a button 9 mixing speeds includes 2 slow stir speeds to 2 high whip speeds Electronic mixing sensor self-adjusts for batter thickness to prevent slowing or stalling Soft Start electronic control helps prevent spatter ing Electronic digital LED control shows mixing speed at a glance Protected air vents avoid clogging from batter and other mixtures Lockable swivel 64""L cord offers convenient right- or left-handed mixing at any angle Beater ejector button ensures simple disassembly Comfort-styled handle helps with precise control Non-tip heel rest steadies 9-speed hand mixer when not in use Stainless-steel accessories are dishwasher-safe 1-year warranty Includes Accessories 2 stainless-steel professional Turbo Beater II attachments 2 stainless-steel dough hooks 1 stainless-steel liquid blender rod attachment 1 pro whisk Canvas accessory bag English/French instruction manual - Specifications Made in the USA Material: ABS plastic, stainless-steel Model: KHM926 Watts: 100 (efficient DC motor requires less power) Size: 3 1/4""W x 7 3/4""D x 5 1/2""H Weight: 2 lb. 8 oz. (with accessories) Use and Care Always unplug your KitchenAid hand mixer before cleaning. Do not immerse the 9-speed hand mixer in water. Wipe professional hand beater with a warm, sudsy cloth; then wipe clean with a damp cloth. Always remove Turbo Beater accessories from the KitchenAid hand mixer before cleaning. Wash in the dishwasher, or by hand in warm, sudsy water. Rinse and wipe dry. To avoid risk of electrical shock, do not put the professional hand beater in water or other liquid. Avoid contacting moving parts. Keep hands, hair, clothing, as well as spatulas and other utensils away from all accessories during operation. The use of attachments not recommended by or sold by KitchenAid may cause fire, electric shock or injury."
711171169,kitchenaid mixer,google.com,Powerful 5-speed motor handles all your mixing needs. : High quality stainless steel turbo beaters. : Includes dough hooks and liquid blender rod attachment. : Nonclogging air vents and self-cleaning mode offer convenience. : Attachments are dishwasher safe.
711175737,wine rack,flipkart,"This 8-bottle wine rack is an ideal item for use in any room where you would like to store and display your wine. The oval tabletop and espresso finish bring function and style together in this small wine holder. Not only can it be used to store your favorite labels, but it can be used as a side table, as well. Because of its compact size and design, this solid wood wine rack can fit anywhere, from a kitchen countertop to a dining room corner."
711175739,wine rack,flipkart,"Add style and function to your home with this 18-bottle wine rack. It's an attractive choice for any wine enthusiast. Use this item in a kitchen, dining room, bar or wherever you prefer to display your collection. The clever design makes it an ideal choice for compact spaces. This floating wine rack features a timeless style that pairs nicely with most decor, from traditional to contemporary. Its finish is neutral and coordinates easily with a wide range of room color palettes. The sturdy construction allows you to display up to 18 standard 750ml bottles of wine or spirits. Keep a variety of stemmed glasses on hand by sliding them into the hidden channel underneath. Installation is easy with the innovative hanging rail system. This wall-mounted wine rack comes ready to assemble and includes an instruction manual. Combine it with your choice of furnishings and accessories to complete your room."
711175740,wine rack,flipkart,"Designed with simple and straightforward lines, the Euro Hilo 7 Bottle Wine Rack in Chrome makes an understated addition to modern room decor. The design features seven racks arranged in alternating high and low rows. The simple and sleek design combined with its functionality makes it a good product. Keep large bottles on the top racks and smaller ones on the bottom and you can also place this chrome wine rack on a side table, counter or a sideboard. Display your wine collection and keep it close at hand. This contemporary wine rack is made of durable steel construction and is sturdy and made for long lasting use. No assembly is required for added convenience. Show off your wine in style comfortably and creatively with this attractive and functional The Euro Hilo 7 Bottle Wine Rack in Chrome."
711175743,wine rack,flipkart,This is handsome by itself or you can combine and create a wine cabinet set with other Ancona units (sold separately). This unit comes with a Wine Glass rack and holds 20 bottles of wine.
711175781,rachel ray cookware,flipkart,"You get all the cooking essentials in just one package with this Mainstays 18-Piece Nonstick Cookware Set. The pots and pans feature an interior nonstick coating for easy cooking, as well as easy cleanup. The lids are made of heat-resistant and shatter-resistant tempered glass. They are also transparent, so you can watch your meal cooking and monitor its progress. This Mainstays cookware set makes a great starter set for a college student, or you can buy the set for a new apartment, a recreational vehicle or a lake house. It boasts an attractive red color as well as durable aluminum construction. The starter cookware set is also dishwasher-safe and is compatible with gas, electric and ceramic cooktops."
711175782,rachel ray cookware,flipkart,"Here's the real inside scoop: the Rachael Ray Cucina Tools and Gadgets Kitchen Bench Scraper is one handy and multi-purpose kitchen tool. Constructed from durable, easy-to-clean stainless steel, this convenient gadget makes to easy and even fun pick up and transfer chopped veggies and more from the cutting board directly to the pan or pot. A grippy handle is ribbed so the tool remains a breeze to grasp during use, and brings a splash of modern-rustic color to the kitchen. It's also suitable for righties or lefties! The edge of the scraper is thick enough for safety and thin enough that it can even help to scrape breadcrumbs and diced shallots. And the Rachael Ray Cucina Tools and Gadgets Kitchen Bench Scraper is perfect for helping to scrape and clean stems, tips and other residual foods from the work surface to the compost bin or trash receptacle."
711175783,rachel ray cookware,flipkart,"New cooks, everyday cooks and practiced cooks alike will appreciate the essential pieces included in the Rachael Ray Hard Enamel Nonstick 14-Piece Cookware Set. Including skillets, saucepans, a stockpot, a saute pan, a baking sheet and three of Rach's clever time- and effort-saving kitchen tools, this set offers the basics for taking foods from prep counter to oven to stovetop to table. Better yet, the cookware also includes a durable silicone-head mini spoonula, medium turner and Lazy Spoon cleverly notched to perch right on cookware rims. Sturdy aluminum cookware construction promotes even heating throughout the pots and pans, helping to reduce hot spots that can burn foods. The cookware's comfortable handles are double riveted for extra strength and the shatter-resistant glass lids lock in heat and moisture. Stir up some great food and show off a lot of personality with the bold and contemporary Rachael Ray Hard Enamel Nonstick 14-Piece Cookware Set."
711175823,acoustic guitar clamp,flipkart,"The Attwood Clamp-On Rod Holder has all the adjustability that more expensive rod holders have at an affordable price. The rod holder is constructed of powder coated steel for long life and durability. A universal clamp design allows the rod holder to be simply mounted to gunwales, transoms and rails for maximum flexibility."
711175824,pressure cooker,flipkart,"Flavor Infusion Technology, built-in safety features, fully automated, retains moisture, nutrients & vitamins, automatic keep warm function, diswasher-safe cooking pot, saves energy! Saves time! Frozen to done in 20 minutes slow-cooked flavor in minutes."
711175825,pressure cooker,flipkart,"Make nutritious and satisfying meals with the Presto 6-Quart Pressure Cooker. It's the smart choice for eating right â€” this efficient steel pressure cooker cooks faster than ordinary cooking methods, and preserves delicate flavors and nutrients. You can easily make healthy stews and soups, tenderize lean cuts of meat and more. The pressure cooker's eye-catching stainless steel construction will look great on your stove, and it's extremely easy to clean. Plus, a convenient cover lock indicator shows if there's pressure inside the cooker. The Presto 6-Quart Pressure Cooker is ideal for use on regular, smooth-top stoves and induction ranges, and includes a cooking rack along with a 64-page instruction/recipe book."
711175826,pressure cooker,flipkart,"Prepare delicious meals quickly with the Philippe Richard 6-Qt Pressure Cooker. It can be used to cook food up to 70 percent faster than traditional methods, leaving you with more time to spend with your friends and family instead of in the kitchen. Designed to be energy efficient, this Philippe Richard pressure cooker preserves nutrients that are naturally found in foods and enhances flavors as its internal temperature rises above the normal boiling point of water. This allows roasts, stews, soups and vegetable dishes to cook faster without sacrificing taste. Beef, pork and other meats are tenderized naturally by steam that is created in the cooking process, resulting in succulent and moist roasts and other entrees. This aluminum pressure cooker also has a top equipped with a clamp that keeps the lid firmly in place, as well as a nozzle that releases steam safely. It comes with a limited lifetime warranty."
711175828,pressure cooker,flipkart,"The Presto 8-Quart Stainless Steel Pressure Cooker offers an ergonomic design with stay-cool black plastic handles. It comes fully equipped with a strong-lock lid that is vented to release steam, a pressure indicator and an overpressure plug. With this item, you can prepare meals three times faster than cooking with a microwave. During a busy week, use it to make many of your favorite meals, such as vegetable dishes, meat, chicken, fish and more. As the food heats up, the contents reach the ideal temperature while holding in essential nutrients. This heavy-duty pressure cooker will become a reliable option for your family's everyday meals. Crafted from quality stainless steel, this cookware features a triclad base for quick and even distribution of heat. The exterior has a polished look which is easy to maintain with regular cleaning. The Presto pressure cooker is an excellent choice as a house-warming or wedding registry gift."
711175859,teenage mutant ninja turtles,flipkart,Luxury Divas Assorted Multicolor Striped Fuzzy Toe Socks 6 Pack
711175860,teenage mutant ninja turtles,flipkart,"If your child enjoys the Teenage Mutant Ninja Turtles and everything related to the series, he will surely love this Teenage Mutant Ninja Turtle Plush. This Michelangelo Teenage Mutant Ninja Turtles Pillow Buddy is perfect for naptime, bedtime and playtime. Make adventure time exciting with these Teenage Mutant Ninja Turtles Stuffed Toys, which are made of 100 percent polyester fabric, piece-dyed and appliqued with embroidery. This stuffed Ninja Turtle toy will make an adorable addition to any child's bedroom. Your child is sure to enjoy this Michelangelo plush toy for hours by day and to snuggle with at night. Collect Michelangelo's brothers so that all the Teenage Mutant Ninja Turtles can fight side by side when the enemy is up to no good. The action will be fun and safe with these plush Ninja Turtle toys."
711175862,teenage mutant ninja turtles,flipkart,"Day or night, the Nickelodeon Teenage Mutant Ninja Turtles Canvas Wall Art will add to the decor of any child's playroom or bedroom. Each panel features unique designs of Teenage Mutant Ninja Turtles characters. Both pieces can be part of a collection or stand alone. The Glow in the Dark feature will illuminate bedtime and create a beautiful illusion on this decorative canvas wall art."
711175863,teenage mutant ninja turtles,flipkart,"This Teenage Mutant Ninja Turtles Sewer Lair Playset is an ideal gift for fans. Kids can reminisce about all the wonders they have seen them do in the various movies over the years. Coming out of their shells for the very first time, the Half Shell Heroes toys are ready for non-stop ninja adventure. You can join the fun-loving brothers in their pizza-fueled missions as they team up to mess with menacing mutants and stop the Shredder. Recreate movie scenes or have the Teenage Mutant Ninja Turtle brothers embark on new adventures as they go underground in the streets of New York City."
711175865,Bird seed feeder,flipkart,"Just fill the NO/NO Mixed Seed Forest Green Lantern Bird Feeder with up to 2.4 pounds of mixed seed, place in your yard and watch as a variety of birds gather at the feeder. The NO/NO Mixed Seed Forest Green Lantern Wild Bird Feeder is easy-to-fill, has a durable all metal construction and its feeding area allows perching or clinging birds to eat easily."
711175866,Bird seed feeder,flipkart,"Beautiful and unique elliptical metal shape with classic Chevron design. Reversible plastic inserts convert feeder to a ""Finch Only"" feeder. Wide-mouth design offers Easy-Fillâ€”reduces or eliminates spillage Large integrated perch allows for easy feeding. Holds 1.5 pounds of seed."
711175877,Bird seed feeder,flipkart,"A contemporary classic round shaped squirrel-resistant feeder that will look stunning in any outdoor environment. Featuring only the highest quality materials and manufacturing standards. Completely squirrel resistant, easy to fill and clean. It's sleek stylish design will help attract a wide variety of birds. Suitable for year round feeding. Weather resistant â€” porcelain, aluminum and stainless steel construction. Easy to fill and clean. Gravity forces the seed through a specially designed hopper into the tray as it is needed, reducing waste. Feeder is designed to be easily disassembled and re-assembled for easy cleaning. The Nuttery was founded by Leslie Lipton in 1990. An architectural designer by trade, Leslie had just watched the BBC's Daylight Robbery which showed how squirrels can overcome obstacles to reach food left out for the birds. He set out to design a bird feeder that would baffle even the brainiest squirrel and so The Nuttery was born!"
711175879,Bird seed feeder,flipkart,"A squirrel, cat and big bird resistant feeder. Iconic stainless steel acorn design made using the highest quality materials and manufacturing standards. Completely squirrel resistant, easy to fill and clean. This is the supreme seed feeder. The Nuttery was founded by Leslie Lipton in 1990. An architectural designer by trade, Leslie had just watched the BBC's Daylight Robbery which showed how squirrels can overcome obstacles to reach food left out for the birds. He set out to design a bird feeder that would baffle even the brainiest squirrel and so The Nuttery was born! Over 20 years later, our first feeder, the Original is as popular as ever with sales exceeding 1 million worldwide. The Nuttery feeders â€” English innovation and design for the American consumer."
711175882,Bird seed feeder,flipkart,Clean contemporary lines make this basic tube feeder an attractive addition to your yard or garden. Quality parts and ease of use make it a great value.
711175891,Sunglasses polarized,flipkart,"Are you searching for the perfect pair of sunglasses, but also need to wear your prescription reading glasses? Overcast polarized sunglasses are designed to fit over your regular glasses so you can enjoy the great outdoors. The polarized lenses help to reduce glare from passing through the lenses and provide UV400 protection from harmful ultraviolet rays. The WIDE size is designed to be worn over Rx frames not exceeding 144 mm wide x 36 mm high (5 5/8?â‚¬Âù x 1 3/8?â‚¬Âù). This size is wider than the large frame and the lenses are shorter than the medium frame. Copper lenses are great for driving and provide increased contrast, while smoke lenses provide natural color definition."
711175893,Sunglasses polarized,flipkart,Spiderwire-Fletcher Polarized Fishing Sunglasses offer great UV protection for when you're out fishing.
711174234,gold dress,flipkart,"Your little girl will look like a princess in this gown from The Rain Kids. This elegant organza dress is loaded with flowing ruffles and bead accented off-shoulder sleeves . Sequin dance across the top. Attached underskirt adds fullness. Perfect for a flower girl, daddy daughter dance or even a pageant."
711174235,gold dress,flipkart,"How cute is this floral dress from the designer Lipstik? Well, it's too cute for words. This pale yellow dress has tier upon tier of floral print ruffle. Perfect by itself or over leggings. Pair it with a sweater and it would work year-round."
711174236,gold dress,flipkart,"Baby Trend Sit 'N Stand Ultra Double Stroller, Lemon Drop"
711174237,gold dress,flipkart,"How cute is this floral dress from the designer Lipstik? Well, it's too cute for words. This pale yellow dress has tier upon tier of floral print ruffle. Perfect by itself or over leggings. Pair it with a sweater and it would work year-round."
711174238,gold dress,flipkart,"How cute is this floral dress from the designer Lipstik? Well, it's too cute for words. This pale yellow dress has tier upon tier of floral print ruffle. Perfect by itself or over leggings. Pair it with a sweater and it would work year-round."
711174239,playstation 4,flipkart,"PlayStation 4 is the best place to play with dynamic, connected gaming, powerful graphics and speed, intelligent personalization, deeply integrated social capabilities, and innovative second-screen features. Combining unparalleled content, immersive gaming experiences, all of your favorite digital entertainment apps, and PlayStation exclusives, PS4 centers on gamers, enabling them to play when, where and how they want. PS4 enables the greatest game developers in the world to unlock their creativity and push the boundaries of play through a system that is tuned specifically to their needs."
711174242,playstation 4,flipkart,"The PlayStation 4 Gaming Console is the best place to play with dynamic, connected gaming, powerful graphics and speed, intelligent personalization, deeply integrated social capabilities and innovative second-screen features. Combining unparalleled content, immersive gaming experiences, all of your favorite digital entertainment apps, and PlayStation exclusives, the Playstation 4 Console (PS4) centers on gamers, enabling them to play when, where and how they want. This PlayStation game console enables the best game developers in the world to unlock their creativity and push the boundaries of play through a system that is tuned specifically to their needs."
711174243,playstation 4,flipkart,"The PlayStation 4 Gaming Console is the best place to play with dynamic, connected gaming, powerful graphics and speed, intelligent personalization, deeply integrated social capabilities and innovative second-screen features. Combining unparalleled content, immersive gaming experiences, all of your favorite digital entertainment apps, and PlayStation exclusives, the Playstation 4 Console (PS4) centers on gamers, enabling them to play when, where and how they want. This PlayStation game console enables the best game developers in the world to unlock their creativity and push the boundaries of play through a system that is tuned specifically to their needs."
711174244,playstation 4,flipkart,"The Limited Edition Batman: Arkham Knight PlayStation 4 Bundle is the perfect addition to any Batcave, featuring a sleek PlayStation 4 system in Steel Gray, custom Batman faceplate, and the Batman: Arkham Knight game."
711174274,tote bag,flipkart,"This Women's Trellis Pattern 2-Pocket Tote Bag is uniquely designed and fully functional. Its large size makes it ideal to hold multiple items. Made from polyester, this printed tote bag features two pockets to store your smaller items. The versatility of this stylish bag makes it great for everyday use."
711174294,eye cream,flipkart,"Enjoy a radiant, youthful glow when you introduce L'Oreal Advanced RevitaLift Eye Cream to your beauty routine. It's fortified with pro-retinol A and infused with pro-lastyl and criste marine extract to give delicate skin a firm and healthy look. It's also safe for contact lens wearers, and it doesn't contain added fragrances. This fragrance-free eye cream has been tested by dermatologists and proven to help reduce wrinkles and puffiness when used as directed. For optimal benefit, use it immediately after removing your makeup and washing your face before bedtime. This anti-wrinkle eye cream, .5 oz, is also convenient to pack while traveling."
711174296,eye cream,flipkart,"As you age, the skin around your eyelids and underneath your eyes begins to lose elasticity. Avalon Vitamin C Revitalizing Eye Cream, 1 oz, nourishes these delicate areas with nutrient-rich cocoa butter, organic sweet almond, borage and flax oils with vitamin C. The unique blend of Avalon Vitamin C Cream, 1 oz, is made for optimal photo-aging protection to help your eyes maintain a youthful glow. Infused with lemon bioflavonoids, organic green tea and white tea to defend against damaging free radicals, this Avalon Organics Eye Cream will diminish the appearance of fine lines, wrinkles and crow's feet around your eyes with regular use."
711174298,eye cream,flipkart,"Eyes are often overlooked when it comes to skincare, but not by the experts at Olay. Regenerist Eye Lifting Serum helps fight the look of tired skin by increasing surface cell regeneration, firming and lifting the appearance of the skin around your eyes. This anti-aging eye serum features concentrated amino-peptide + B3 complex to provide deep hydration to visibly smooth, lift and brighten the look of the overall eye area. Add it to your daily regimen, and maintain a youthful, vibrant look. Just dot Regenerist Eye Lifting Serum under your eyes, at the outer corners and on your lids. Then, smooth it in until it's thoroughly absorbed. Use this eye cream morning and night, and you'll love the results. There's only one Regenerist, backed by 60 years of Olay skincare experience. Tested by Dermatologists and Ophthalmologists to meet Olay's stringent standards for effectiveness and quality, Regenerist Eye Lifting Serum is designed to reveal eyes that ""wow!"""
711174299,routers,flipkart,"Get connected to high-speed Internet instantaneously and effortlessly with the NETGEAR N300 Wireless Router. It's compatible with both older Wireless-G devices, as well as the new Wireless-N devices. The patented Push 'n' Connection feature on this high-speed internet router uses Wi-Fi Protected Setup (WPS) technology to make online communication safe and secure. The PIN and SSID are randomly generated by the Push 'n' Connect router, and are difficult to decode. This NETGEAR wireless router features five Ethernet ports, including one WAN and four LAN. This allows you to connect up to four devices such as your PC, gaming console and iPad simultaneously. The live parental control lets you personalize the filter setting and block inappropriate applications and websites for children. The NETGEAR N300 Wireless Router comes with a broadband usage meter that generates customized reports, so you can keep track of your usage."
711174300,routers,flipkart,"The Premium Edition Netgear WNDR4300-100NAS N750 Wireless Dual Band Gigabit Router lets you create a fast, widespread wireless network in your home. The router offers wireless speeds of up to 300+450Mbps, so movies stream more easily and files download faster. The dual-band technology of the router avoids interference from outside sources, ensuring top WiFi speeds. The Netgear Wireless Dual Band Router supports a wide range of new features such as ReadySHARE Cloud, ReadySHARE Printer and is Time Machine compatible to create a powerful home network for applications such as streaming HD video and multi-player gaming. The improved range of the router delivers better connections, while four Gigabit Ethernet ports offer ultra-fast wired connections. A USB port enables faster USB access speeds for external hard drives and printers connected to the Netgear Wireless Gigabit Router."
711174301,routers,flipkart,D-Link Wireless AC 750 Mbps Home Cloud App-Enabled Dual-Band Broadband Router - D...
711174303,routers,flipkart,"The TP-LINK TL-WR720N is a simple and secure way to share your high-speed Internet connection at Wireless-N speeds for surfing the Internet, email or online chat. The wireless N150 Router features up to four SSIDs that support multiple wireless networks and easy wireless security encryption at a push of WPS button. Its IP-based bandwidth control allows administrators to determine how much bandwidth is allotted to each PC. With a fashion design, the TP-LINK router can be a decorative addition to your home or dorm."
711174304,routers,flipkart,"The Netgear N600 Wireless Dual-Band Router offers the high-performance wireless Internet access needed for demanding applications, such as streaming multimedia and multiplayer gaming. Dual-band technology avoids interference, ensuring top speeds and the greatest range from thei Netgear wireless router."
711174333,crocs,flipkart,The Crocs XTG LoPro Golf Sandals are the perfect golf shoe for those hot summer days. The Crocs Golf Sandal allows your feet to stay cool while providing traction and comfort out on the links. Get them while they are hot!Open toe sandal design.Multi Traction Outsole delivers excellent grip in all conditions.Perfect for the golfer looking for style and summer comfort!Available in full sizes only
711174334,crocs,flipkart,"Bring new creativity and excitement into your crafting with the Crocs Rule cartridge! This whimsical cartridge is filled with a variety of imaginative crocodile-themed images. You will also love the tags, borders, and phrases that complement the set. Use the latest CricutÂ® cartridges to create unique and engaging designs for every occasion. The versatility of the cartridges will surprise even the most imaginative crafters."
711174336,crocs,flipkart,"wo of Africas deadliest gladiators, hippos and crocs, have lived side by side for millennia, but what happens when the dry season pushes them to their limits? When the two river rivals come up against each other, who will be the ultimate victor?"
711174338,yellow dress,flipkart,Take a break this spring season and take this 14th Place women's surplus flip flop dress anywhere you want! Pair with sandals or and add simple jewelry to complete your look. Pick from the assorted colors.
711174339,yellow dress,flipkart,A gorgeous gown for your toddler or little girl by The Rain Kids. This stars print organza dress with pick up skirt and off the shoulder sleeves is sure to put your little one in the running at the big pageant. Dress has adjustable corset on the sides and attached crinoline underskirt. Also comes with headband and wrist gloves. The perfect dress for any special occasion.
711174341,yellow dress,flipkart,"How cute is this floral dress from the designer Lipstik? Well, it's too cute for words. This pale yellow dress has tier upon tier of floral print ruffle. Perfect by itself or over leggings. Pair it with a sweater and it would work year-round."
711174342,yellow dress,flipkart,"Baby Trend Sit 'N Stand Ultra Double Stroller, Lemon Drop"
711174343,yellow dress,flipkart,"How cute is this floral dress from the designer Lipstik? Well, it's too cute for words. This pale yellow dress has tier upon tier of floral print ruffle. Perfect by itself or over leggings. Pair it with a sweater and it would work year-round."
711174370,adidas pants,flipkart,"These George Men's Pleated Cuffed Microfiber Dress Pants are not only classy, they also feature moisture-wicking Sorbtek technology, which keeps you cool, dry and comfortable. This special fabric protects against soils such as sweat, which requires minimum maintenance. Just another reason for you to make this dress pant yours."
711174371,adidas pants,flipkart,Pick from the assorted colors in these Hanes men's solid jersey pants with exposed logo elastic. They are great to lounge around in.
711174374,adidas pants,flipkart,"Get a go-to career basic when you buy the George Men's Suit Pants. Made of attractive poly-blend fabric and with a flat front design, these classic George men's pants are great basics for every office and every formal event. Tailored through the seat and thigh, the flat front men's pants give you dressing options that keep your style appropriate and conference room-ready. Designed for multiple uses, this versatile trouser is a must-have for every man's wardrobe. With flexible function, the classic fit of the George Men's Suit Pants means easy professionalism throughout your day. With a traditional four-pocket design, the flat front men's pants give you plenty of room to store your daily essentials and create a strong silhouette for weekdays and weekends. With a button tab and zipper fly, you can rely on these George men's pants to cover your more conservative fashion needs. Pair them with a suit jacket or sports blazer for office wear."
711174376,adidas pants,flipkart,"These George Men's Adjustable Waist Pleated Dress Pant are perfect for everyday style. Pair them with loafers and a crisp button down shirt for a day at the office. The adjustable waistband helps to make them comfortable, and the pleated front gives them style."
711174391,Levis,flipkart,These jeans are made by Levi Strauss & Co. are a slim fit that sits below the waist and have a tapered leg opening.
711174393,Levis,flipkart,These Wrangler Men's Relaxed Fit Jeans are great for every manâ€™s wardrobe. These jeans feature distressed wash and relaxed fit that put a nice spin on your classic pair of jeans. Pair these with a tee or button down top and boots.Also available in Men's Big sizes
711174394,Levis,flipkart,"These Signature by Levi Strauss & Co. totally slimming mid rise straight jeans are a classic staple for every woman's wardrobe. These jeans are designed to smooth and shape for a slimmer you. They shape with a slimming panel and stretch fabric. They feature a mid rise straight leg style, 5 pocket styling, and are slim through the leg. Pair these jeans with a tee or nice blouse and boots."
711174395,Levis,flipkart,These jeans are made of durable cotton denim by Levi Strauss & Co. They are a straight fit that sits below the waist and have a bootcut leg opening.
711174397,Levis,flipkart,"NEW from Signature by Levi Strauss & Co. Totally Shaping Skinny Jeans are Jeans That Love Your Shape! Our innovative construction and high stretch denim combine for a flawless, beautiful fit and all day comfort."
